"-272.272",-349.349,true,false,false,1
"-221.22099999999998",-390.38999999999993,false,true,false,1
"-166.16599999999997",-366.366,true,false,false,1
"-224.224",-286.28599999999994,false,false,true,1
"-182.182",-286.28599999999994,false,false,true,1
"-276.27599999999995",-230.22999999999996,true,false,false,1
"-213.21299999999997",-237.23699999999997,false,false,true,1
"-179.17899999999997",-200.2,true,false,false,1
"-243.24299999999997",-160.15999999999997,false,false,true,1
"-263.263",-71.071,true,false,true,1
"-178.17799999999997",-104.10399999999998,false,false,true,1
"-268.268",-23.022999999999996,false,false,true,1
"-208.20799999999997",-38.038,false,false,true,1
"-232.23199999999997",-8.008,false,false,true,1
"-271.27099999999996",18.017999999999997,false,false,true,1
"-186.18599999999998",30.029999999999998,true,false,false,1
"-265.265",89.08899999999998,true,false,true,1
"-250.24999999999997",152.152,false,false,true,1
"-189.189",118.11799999999998,false,false,false,1
"-192.19199999999998",182.182,true,false,false,1
"-260.26",237.23699999999997,false,false,true,1
"-275.275",286.28599999999994,true,false,true,1
"-196.19599999999997",333.33299999999997,true,false,false,1
201.20099999999996,-387.38699999999994,true,false,true,2
173.17299999999997,-337.337,false,true,false,2
278.27799999999996,-376.376,true,false,true,2
234.23399999999998,-341.34099999999995,false,false,true,2
300.29999999999995,-348.34799999999996,false,true,true,2
191.19099999999997,-249.24899999999997,false,false,false,2
231.23099999999997,-249.24899999999997,false,false,true,2
173.17299999999997,-223.22299999999998,false,true,false,2
169.16899999999998,-183.183,false,false,true,2
233.23299999999998,-178.17799999999997,false,false,true,2
302.30199999999996,-181.18099999999998,false,true,true,2
168.16799999999998,-119.11899999999999,false,false,true,2
234.23399999999998,-112.112,false,false,true,2
298.29799999999994,-108.10799999999999,false,false,true,2
176.176,-56.056,false,true,false,2
231.23099999999997,-67.067,false,false,true,2
294.294,-70.07,false,false,true,2
235.23499999999999,-24.023999999999997,false,false,true,2
272.272,-18.017999999999997,false,false,true,2
286.28599999999994,25.025,false,false,false,2
308.308,26.025999999999996,false,true,false,2
161.16099999999997,97.097,false,true,false,2
183.183,100.1,false,false,true,2
233.23299999999998,26.025999999999996,false,false,true,2
230.22999999999996,100.1,false,false,true,2
162.16199999999998,149.14899999999997,false,false,true,2
181.18099999999998,150.14999999999998,false,false,true,2
230.22999999999996,151.15099999999998,false,false,true,2
271.27099999999996,149.14899999999997,false,false,true,2
307.30699999999996,145.14499999999998,false,false,true,2
163.16299999999998,208.20799999999997,false,false,true,2
266.26599999999996,218.218,false,false,true,2
303.30299999999994,226.22599999999997,false,true,true,2
159.159,287.287,false,true,false,2
191.19099999999997,287.287,false,true,true,2
255.25499999999997,288.28799999999995,false,false,true,2
300.29999999999995,289.289,false,false,true,2
257.25699999999995,354.354,false,true,false,2
302.30199999999996,354.354,false,true,false,2
