28,27,26
28,29,25,26
28,29,30,32,24,25,26
28,29,30,32,24,25,26
28,29,30,32,24,25,26
28,29,30,32,24,25,26
28,29,30,32,24,25,26
28,29,30,32,24,25,26
28,29,30,32,24,25,26
28,29,30,32,24,25,26
28,29,30,32,24,25,26
28,29,30,32,24,25,26
28,29,30,32,24,25,26
28,29,30,32,24,25,26
28,29,30,32,24,25,26
28,29,30,32,24,25,26
28,29,30,32,24,25,26
28,29,30,32,24,25,26
28,29,30,31,32,24,25,26
28,29,30,31,32,24,25,26
28,29,30,31,32,24,25,26
28,29,30,31,32,24,25,26
28,29,30,31,32,24,25,26
28,29,30,31,32,24,25,26
28,29,30,31,32,24,25,26
28,29,30,31,32,24,25,26
28,29,30,31,32,24,25,26
28,29,30,31,32,24,25,26
28,29,30,31,32,24,25,26
28,29,30,31,32,24,25,26
28,29,30,31,32,24,25,26
28,29,30,31,32,24,25,26
28,29,30,31,32,24,25,26
28,29,30,31,32,24,25,26
28,29,30,31,32,24,25,26
28,29,30,31,32,24,25,26
28,29,30,31,32,24,25,26
28,29,30,31,32,24,25,26
28,29,30,31,32,24,25,26
28,29,30,31,32,24,25,26
28,29,30,31,32,24,25,26
28,29,30,31,32,24,25,26
28,29,30,31,32,24,25,26
28,29,30,31,32,24,25,26
28,29,30,31,32,24,25,26
28,29,30,31,32,24,25,26
28,29,30,31,32,24,25,26
28,29,30,31,32,24,25,26
28,29,30,31,32,24,25,26
28,29,30,31,32,24,25,26
28,29,30,32,34,35,37,23,24,25,26
28,29,30,32,34,35,37,23,24,25,26
28,29,30,32,34,35,37,23,24,25,26
28,29,30,32,34,35,37,23,24,25,26
28,29,30,32,34,35,37,23,24,25,26
28,29,30,32,34,35,37,23,24,25,26
28,29,30,32,34,35,37,23,24,25,26
28,29,30,32,34,35,37,23,24,25,26
28,29,30,32,34,35,37,23,24,25,26
28,29,30,32,34,35,37,23,24,25,26
28,29,30,32,34,35,37,23,24,25,26
28,29,30,32,34,35,37,23,24,25,26
28,29,30,32,34,35,37,23,24,25,26
28,29,30,32,34,35,37,23,24,25,26
28,29,30,32,34,35,37,23,24,25,26
28,29,30,32,34,35,37,23,24,25,26
28,29,30,32,34,35,37,23,24,25,26
28,29,30,32,34,35,37,23,24,25,26
28,29,30,32,34,35,37,23,24,25,26
28,29,30,32,34,35,37,23,24,25,26
28,29,30,32,34,35,37,23,24,25,26
28,29,30,32,34,35,37,23,24,25,26
28,29,30,32,34,35,37,23,24,25,26
28,29,30,32,34,35,37,23,24,25,26
28,29,30,32,34,35,37,23,24,25,26
28,29,30,32,34,35,37,23,24,25,26
28,29,30,32,34,35,37,23,24,25,26
28,29,30,32,34,35,37,23,24,25,26
28,29,30,32,34,35,37,23,24,25,26
28,29,30,32,34,35,37,23,24,25,26
28,29,30,32,34,35,37,23,24,25,26
28,29,30,32,34,35,37,23,24,25,26
28,29,30,32,34,35,37,23,24,25,26
28,29,30,32,34,35,37,23,24,25,26
