11,10,12,13,15,17,18,19,20
11,10,12,13,15,16,17,18,19,20
11,33,32,34,35,36,14,13,15,17,18,19,20
11,33,32,34,35,36,14,13,15,16,17,18,19,20
11,33,55,54,56,57,58,36,14,13,15,17,18,19,20
11,33,55,54,56,57,58,36,14,13,15,16,17,18,19,20
11,33,55,77,76,78,79,80,58,36,14,13,15,17,18,19,20
11,33,55,77,76,78,79,80,58,36,14,13,15,16,17,18,19,20
