4,3,7,8,10,12,13,14
4,3,7,8,9,10,12,13,14
4,3,7,8,10,11,33,32,34,35,36,14
4,3,7,8,9,10,11,33,32,34,35,36,14
4,3,7,8,10,11,33,55,54,56,57,58,36,14
4,3,7,8,9,10,11,33,55,54,56,57,58,36,14
4,3,7,8,10,11,33,55,77,76,78,79,80,58,36,14
4,3,7,8,9,10,11,33,55,77,76,78,79,80,58,36,14
