21,20,19
21,0,18,19
21,0,1,15,17,18,19
21,0,1,15,17,18,19
21,0,1,15,17,18,19
21,0,1,15,17,18,19
21,0,1,15,17,18,19
21,0,1,15,17,18,19
21,0,1,15,17,18,19
21,0,1,15,17,18,19
21,0,1,15,17,18,19
21,0,1,15,17,18,19
21,0,1,15,17,18,19
21,0,1,15,17,18,19
21,0,1,15,17,18,19
21,0,1,15,17,18,19
21,0,1,15,17,18,19
21,0,1,15,17,18,19
21,0,1,15,16,17,18,19
21,0,1,15,16,17,18,19
21,0,1,15,16,17,18,19
21,0,1,15,16,17,18,19
21,0,1,15,16,17,18,19
21,0,1,15,16,17,18,19
21,0,1,15,16,17,18,19
21,0,1,15,16,17,18,19
21,0,1,15,16,17,18,19
21,0,1,15,16,17,18,19
21,0,1,15,16,17,18,19
21,0,1,15,16,17,18,19
21,0,1,15,16,17,18,19
21,0,1,15,16,17,18,19
21,0,1,15,16,17,18,19
21,0,1,15,16,17,18,19
21,0,1,15,16,17,18,19
21,0,1,15,16,17,18,19
21,0,1,15,16,17,18,19
21,0,1,15,16,17,18,19
21,0,1,15,16,17,18,19
21,0,1,15,16,17,18,19
21,0,1,15,16,17,18,19
21,0,1,15,16,17,18,19
21,0,1,15,16,17,18,19
21,0,1,15,16,17,18,19
21,0,1,15,16,17,18,19
21,0,1,15,16,17,18,19
21,0,1,15,16,17,18,19
21,0,1,15,16,17,18,19
21,0,1,15,16,17,18,19
21,0,1,15,16,17,18,19
21,0,1,2,10,12,13,15,17,18,19
21,0,1,2,10,12,13,15,17,18,19
21,0,1,2,10,12,13,15,17,18,19
21,0,1,2,10,12,13,15,17,18,19
21,0,1,2,10,12,13,15,17,18,19
21,0,1,2,10,12,13,15,17,18,19
21,0,1,2,10,12,13,15,17,18,19
21,0,1,2,10,12,13,15,17,18,19
21,0,1,2,10,12,13,15,17,18,19
21,0,1,2,10,12,13,15,17,18,19
21,0,1,2,10,12,13,15,17,18,19
21,0,1,2,10,12,13,15,17,18,19
21,0,1,2,10,12,13,15,17,18,19
21,0,1,2,10,12,13,15,17,18,19
21,0,1,2,10,12,13,15,17,18,19
21,0,1,2,10,12,13,15,17,18,19
21,0,1,2,10,12,13,15,17,18,19
21,0,1,2,10,12,13,15,17,18,19
21,0,1,2,10,12,13,15,17,18,19
21,0,1,2,10,12,13,15,17,18,19
21,0,1,2,10,12,13,15,17,18,19
21,0,1,2,10,12,13,15,17,18,19
21,0,1,2,10,12,13,15,17,18,19
21,0,1,2,10,12,13,15,17,18,19
21,0,1,2,10,12,13,15,17,18,19
21,0,1,2,10,12,13,15,17,18,19
21,0,1,2,10,12,13,15,17,18,19
21,0,1,2,10,12,13,15,17,18,19
21,0,1,2,10,12,13,15,17,18,19
21,0,1,2,10,12,13,15,17,18,19
21,0,1,2,10,12,13,15,17,18,19
21,0,1,2,10,12,13,15,17,18,19
21,0,1,2,10,12,13,15,17,18,19
21,0,1,2,10,12,13,15,17,18,19
21,0,1,2,10,12,13,15,17,18,19
21,0,1,2,10,12,13,15,17,18,19
21,0,1,2,10,12,13,15,17,18,19
21,0,1,2,10,12,13,15,17,18,19
21,0,1,2,10,12,13,15,17,18,19
21,0,1,2,10,12,13,15,17,18,19
21,0,1,2,10,12,13,15,17,18,19
21,0,1,2,10,12,13,15,17,18,19
21,0,1,2,10,12,13,15,17,18,19
21,0,1,2,10,12,13,15,17,18,19
21,0,1,2,10,12,13,15,17,18,19
21,0,1,2,10,12,13,15,17,18,19
21,0,1,2,10,12,13,15,17,18,19
21,0,1,2,10,12,13,15,17,18,19
