14,13,12,10,8,7,6
14,13,12,10,9,8,7,6
14,36,35,34,32,33,11,10,8,7,6
14,36,35,34,32,33,11,10,9,8,7,6
14,36,58,57,56,54,55,33,11,10,8,7,6
14,36,58,57,56,54,55,33,11,10,9,8,7,6
14,36,58,80,79,78,76,77,55,33,11,10,8,7,6
14,36,58,80,79,78,76,77,55,33,11,10,9,8,7,6
