4,3,7,8,10,11
4,3,7,8,9,10,11
4,3,7,8,10,12,13,14,36,35,34,32,33,11
4,3,7,8,9,10,12,13,14,36,35,34,32,33,11
4,3,7,8,10,12,13,14,36,58,57,56,54,55,33,11
4,3,7,8,9,10,12,13,14,36,58,57,56,54,55,33,11
4,3,7,8,10,12,13,14,36,58,80,79,78,76,77,55,33,11
4,3,7,8,9,10,12,13,14,36,58,80,79,78,76,77,55,33,11
