43,22,40,39,37,35,36,14
43,22,40,39,38,37,35,36,14
43,22,40,39,37,35,34,32,33,11,10,12,13,14
43,22,40,39,38,37,35,34,32,33,11,10,12,13,14
43,22,40,39,37,35,34,32,33,55,54,56,57,58,36,14
43,22,40,39,38,37,35,34,32,33,55,54,56,57,58,36,14
43,22,40,39,37,35,36,58,57,56,54,55,33,11,10,12,13,14
43,22,40,39,38,37,35,36,58,57,56,54,55,33,11,10,12,13,14
43,22,40,39,37,35,34,32,33,55,77,76,78,79,80,58,36,14
43,22,40,39,38,37,35,34,32,33,55,77,76,78,79,80,58,36,14
43,22,40,39,37,35,36,58,80,79,78,76,77,55,33,11,10,12,13,14
43,22,40,39,38,37,35,36,58,80,79,78,76,77,55,33,11,10,12,13,14
