21,20,19,18,17,15,13,12,10,11
21,20,19,18,17,16,15,13,12,10,11
21,20,19,18,17,15,13,14,36,35,34,32,33,11
21,20,19,18,17,16,15,13,14,36,35,34,32,33,11
21,20,19,18,17,15,13,14,36,58,57,56,54,55,33,11
21,20,19,18,17,16,15,13,14,36,58,57,56,54,55,33,11
21,20,19,18,17,15,13,14,36,58,80,79,78,76,77,55,33,11
21,20,19,18,17,16,15,13,14,36,58,80,79,78,76,77,55,33,11
