23,26,29,32,35,38,37
23,26,29,28,30,31,34,37
23,26,29,32,31,34,37
23,26,29,32,35,34,37
23,26,29,28,30,31,32,35,38,37
23,26,29,28,30,31,34,35,38,37
23,26,29,32,35,36,39,38,37
23,26,29,32,31,34,35,38,37
23,26,29,32,33,36,39,38,37
23,26,27,33,36,39,38,37
23,26,29,28,30,31,32,35,34,37
23,26,27,33,32,35,38,37
23,26,29,32,33,36,35,38,37
23,26,27,33,36,35,38,37
23,26,27,33,32,31,34,37
23,26,27,33,32,35,34,37
23,26,29,32,33,36,35,34,37
23,26,27,33,36,35,34,37
23,26,29,28,30,31,32,35,36,39,38,37
23,26,29,28,30,31,34,35,36,39,38,37
23,26,29,28,30,31,32,33,36,39,38,37
23,26,29,28,30,31,32,33,36,35,38,37
23,26,29,32,31,34,35,36,39,38,37
23,26,27,33,32,35,36,39,38,37
23,26,27,33,32,31,34,35,38,37
23,26,29,28,30,31,32,33,36,35,34,37
23,26,27,33,32,31,34,35,36,39,38,37
